subsystem	component	bundle_path	adapted_system_types	component_dependency_count	component_dependencies	third_party_dependency_count	third_party_dependencies	sub_component_target_count	sub_component_targets	inner_kit_count	test_entry_count	test_entries
systemabilitymgr	samgr_lite	foundation/systemabilitymgr/samgr_lite/bundle.json	mini,small	7	hilog_lite,ipc,liteos_m,mksh,permission_lite,toybox,utils_lite	2	bounds_checking_function,cJSON	1	//foundation/systemabilitymgr/samgr_lite:samgr	1	0	
systemabilitymgr	selectionfwk	foundation/systemabilitymgr/selectionfwk/bundle.json	mini,small,standard	32	c_utils,eventhandler,ipc,safwk,hilog,hitrace,samgr,icu,init,input,napi,ability_base,ability_runtime,access_token,window_manager,pasteboard,relational_store,resource_management,graphic_2d,bundle_framework,ffrt,config_policy,os_account,cJSON,common_event_service,hicollie,hisysevent,memmgr,resource_schedule_service,hiappevent,udmf,runtime_core	0		16	//foundation/systemabilitymgr/selectionfwk/common:selection_common,//foundation/systemabilitymgr/selectionfwk/etc/init:selection_service_cfg,//foundation/systemabilitymgr/selectionfwk/etc/para:selection_para,//foundation/systemabilitymgr/selectionfwk/etc/para:selection_para_dac,//foundation/systemabilitymgr/selectionfwk/service:selection_service,//foundation/systemabilitymgr/selectionfwk/service/plugins:selection_plugins_impl,//foundation/systemabilitymgr/selectionfwk/sa_profile:selection_service_sa_profile,//foundation/systemabilitymgr/selectionfwk/frameworks/js/napi/selection_panel:selectionpanel_napi,//foundation/systemabilitymgr/selectionfwk/frameworks/js/napi/selection_extension_ability:selectionextensionability_napi,//foundation/systemabilitymgr/selectionfwk/frameworks/js/napi/selection_extension_context:selectionextensioncontext_napi,//foundation/systemabilitymgr/selectionfwk/frameworks/native/selection_extension:selection_extension_ability_native,//foundation/systemabilitymgr/selectionfwk/frameworks/js/napi/selection_ability:selectionmanager_napi,//foundation/systemabilitymgr/selectionfwk/frameworks/native/selection_ability:selection_ability,//foundation/systemabilitymgr/selectionfwk/interfaces/inner_kits/selection_client:selection_client,//foundation/systemabilitymgr/selectionfwk/frameworks/ets/taihe:selection_taihe_group,//foundation/systemabilitymgr/selectionfwk/frameworks/ets/ets:selection_extension_ability_etc	1	2	//foundation/systemabilitymgr/selectionfwk/test/unittest:selection_manager_ut,//foundation/systemabilitymgr/selectionfwk/test/fuzztest:selection_service_fuzztest
tee	tee_client	base/tee/tee_client/bundle.json	small,standard	19	ability_base,access_token,call_manager,c_utils,hilog,image_framework,power_manager,safwk,samgr,window_manager,ipc,dsoftbus,device_manager,bounds_checking_function,zlib,openssl,bundle_framework,hisysevent,init	0		0		2	3	//base/tee/tee_client/test/fuzztest/teeclient:fuzztest,//base/tee/tee_client/test/fuzztest/libteecvendor:libteec_vendor_fuzztest,//base/tee/tee_client/test/unittest:unittest
tee	tee_dev_kit	base/tee/tee_dev_kit/bundle.json	small,standard	0		2	musl,bounds_checking_function	0		0	0	
tee	tee_os_framework	base/tee/tee_os_framework/bundle.json	standard	0		0		0		0	0	
tee	tee_os_kernel	base/tee/tee_os_kernel/bundle.json	standard	0		0		1	//base/tee/tee_os_kernel/build:tee_os	0	0	
telephony	call_manager	base/telephony/call_manager/bundle.json	standard	44	ability_base,ability_runtime,access_token,bluetooth,c_utils,cellular_data,common_event_service,core_service,cJSON,data_share,distributed_notification_service,eventhandler,ffrt,graphic_2d,graphic_surface,hilog,hicollie,hisysevent,hitrace,init,ipc,audio_framework,camera_framework,napi,os_account,player_framework,power_manager,protobuf,safwk,samgr,libuv,sms_mms,image_framework,miscdevice,location,dsoftbus,input,device_manager,openssl,libphonenumber,screenlock_mgr,runtime_core,taihe_ffi_gen,window_manager	2	libphonenumber,json	0		2	2	//base/telephony/call_manager/test/unittest:unittest,//base/telephony/call_manager/test/fuzztest:fuzztest
telephony	cellular_call	base/telephony/cellular_call/bundle.json	standard	25	ability_base,ability_runtime,abseil-cpp,access_token,cJSON,json,c_utils,call_manager,common_event_service,core_service,data_share,eventhandler,ffrt,graphic_surface,hilog,hisysevent,hitrace,init,ipc,libphonenumber,resource_management,safwk,samgr,security_guard,telephony_data	0		0		2	2	//base/telephony/cellular_call/test:unittest,//base/telephony/cellular_call/test/fuzztest:fuzztest
telephony	cellular_data	base/telephony/cellular_data/bundle.json	standard	26	ability_base,ability_runtime,access_token,ace_engine,c_utils,common_event_service,core_service,data_share,eventhandler,hicollie,hilog,hisysevent,hitrace,init,ipc,napi,netmanager_base,preferences,relational_store,safwk,samgr,telephony_data,runtime_core,rust_cxx,power_manager,netmanager_ext	0		0		2	2	//base/telephony/cellular_data/test:unittest,//base/telephony/cellular_data/test/fuzztest:fuzztest
telephony	core_service	base/telephony/core_service/bundle.json	standard	40	ability_base,ability_runtime,access_token,api_metrics,battery_manager,bundle_framework,cJSON,c_utils,common_event_service,config_policy,data_share,drivers_interface_ril,eventhandler,ffrt,runtime_core,rust_cxx,hdf_core,hicollie,hilog,hisysevent,i18n,init,ipc,location,napi,netmanager_base,netmanager_ext,power_manager,preferences,protobuf,resource_management,safwk,samgr,telephony_data,time_service,huks,libphonenumber,libpng,libxml2,openssl	0		0		6	2	//base/telephony/core_service/test:unittest,//base/telephony/core_service/test/fuzztest:fuzztest
telephony	ril_adapter	base/telephony/ril_adapter/bundle.json	standard	9	bounds_checking_function,c_utils,drivers_interface_power,drivers_interface_ril,hdf_core,hilog,init,ipc,samgr	0		0		3	2	//base/telephony/ril_adapter/test:unittest,//base/telephony/ril_adapter/test/fuzztest:fuzztest
telephony	sms_mms	base/telephony/sms_mms/bundle.json	standard	30	ability_base,ability_runtime,access_token,bundle_framework,c_utils,common_event_service,core_service,curl,data_share,eventhandler,ffrt,hilog,hisysevent,icu,init,ipc,image_framework,libphonenumber,libuv,napi,netmanager_base,netstack,os_account,power_manager,resource_management,runtime_core,safwk,samgr,protobuf,telephony_data	0		7	//base/telephony/sms_mms:tel_sms_mms,//base/telephony/sms_mms/frameworks/native:tel_sms_mms_api,//base/telephony/sms_mms/frameworks/cj:cj_sms_ffi,//base/telephony/sms_mms/frameworks/js/napi/:sms,//base/telephony/sms_mms/sa_profile:sms_mms_sa_profile,//base/telephony/sms_mms/services/etc:sms_short_code_rules,//base/telephony/sms_mms/frameworks/ets/taihe:telephony_sms_taihe	2	2	//base/telephony/sms_mms/test:unittest,//base/telephony/sms_mms/test/fuzztest:fuzztest
telephony	state_registry	base/telephony/state_registry/bundle.json	standard	20	ability_base,access_token,c_utils,common_event_service,core_service,cellular_data,eventhandler,hicollie,hilog,init,ipc,libuv,napi,safwk,samgr,node,call_manager,netmanager_base,runtime_core,rust_cxx	0		0		2	2	//base/telephony/state_registry/test:unittest,//base/telephony/state_registry/test/fuzztest:fuzztest
telephony	telephony_cangjie_wrapper	base/telephony/telephony_cangjie_wrapper/bundle.json	standard	4	cangjie_ark_interop,hiviewdfx_cangjie_wrapper,ability_cangjie_wrapper,call_manager	0		3	//base/telephony/telephony_cangjie_wrapper/ohos/telephony:ohos.telephony,//base/telephony/telephony_cangjie_wrapper/ohos/telephony/call:ohos.telephony.call,//base/telephony/telephony_cangjie_wrapper/kit/TelephonyKit:kit.TelephonyKit	2	0	
telephony	telephony_data	base/telephony/telephony_data/bundle.json	standard	27	ability_base,ability_runtime,access_token,cJSON,c_utils,config_policy,common_event_service,core_service,data_share,eventhandler,hisysevent,hitrace,hilog,init,ipc,libphonenumber,napi,preferences,protobuf,resource_management,safwk,samgr,screenlock_mgr,huks,kv_store,relational_store,zlib	0		0		2	1	//base/telephony/telephony_data/test:unittest
testfwk	arkxtest	test/testfwk/arkxtest/bundle.json	standard	37	common_event_service,ipc,ability_base,window_manager,c_utils,napi,accessibility,image_framework,ability_runtime,hilog,input,json,pasteboard,eventhandler,hidumper,samgr,safwk,soc_perf,init,access_token,graphic_2d,runtime_core,libuv,udmf,hiview,hisysevent,data_share,libjpeg-turbo,libpng,time_service,imf,os_account,font_manager,ui_appearance,api_metrics,location,libxml2	0		8	//test/testfwk/arkxtest/uitest:uitestkit,//test/testfwk/arkxtest/coverage_signal_handler:coverage_signal_handler,//test/testfwk/arkxtest/testserver/init:testserver_etc,//test/testfwk/arkxtest/testserver/sa_profile:testserver_sa_profile,//test/testfwk/arkxtest/testserver/src:test_server_service,//test/testfwk/arkxtest/testserver/src:test_server_client,//test/testfwk/arkxtest/perftest:perftestkit,//test/testfwk/arkxtest/testhelper:testhelperkit	2	5	//test/testfwk/arkxtest/uitest:uitestkit_test,//test/testfwk/arkxtest/testserver/test/unittest:TestSA_unittest,//test/testfwk/arkxtest/testserver/test/fuzztest:testserver_fuzztest,//test/testfwk/arkxtest/perftest:perftest_unittest,//test/testfwk/arkxtest/testhelper:testhelper_unittest
testfwk	developer_test	test/testfwk/developer_test/bundle.json	mini,small,standard	0		0		4	//test/testfwk/developer_test/examples/app_info:app_info,//test/testfwk/developer_test/examples/detector:detector,//test/testfwk/developer_test/examples/calculator:calculator,//test/testfwk/developer_test/examples/calculator:calculator_static	2	8	//test/testfwk/developer_test/examples/app_info/test:unittest,//test/testfwk/developer_test/examples/calculator/test:unittest,//test/testfwk/developer_test/examples/calculator/test:fuzztest,//test/testfwk/developer_test/examples/calculator/test:benchmarktest,//test/testfwk/developer_test/examples/detector/test:unittest,//test/testfwk/developer_test/examples/sleep/test:performance,//test/testfwk/developer_test/examples/distributedb/test:distributedtest,//test/testfwk/developer_test/examples/stagetest/actsbundlemanagerstagetest:unittest
testfwk	testfwk_cangjie_wrapper	test/testfwk/testfwk_cangjie_wrapper/bundle.json	standard	5	ability_cangjie_wrapper,arkxtest,cangjie_ark_interop,hiviewdfx_cangjie_wrapper,init	0		2	//test/testfwk/testfwk_cangjie_wrapper/ohos/ui_test:ohos.ui_test,//test/testfwk/testfwk_cangjie_wrapper/kit/TestKit:kit.TestKit	3	0	
testfwk	xdevice	test/testfwk/xdevice/bundle.json	mini,small,standard	0		0		0		0	0	
theme	screenlock_mgr	base/theme/screenlock_mgr/bundle.json	standard	26	safwk,napi,samgr,common_event_service,ipc,eventhandler,os_account,bundle_framework,ability_base,ability_runtime,hitrace,access_token,init,window_manager,hilog,user_auth_framework,c_utils,ffrt,preferences,time_service,runtime_core,nfc,data_share,hisysevent,sensor,ets_frontend	0		0		1	4	//base/theme/screenlock_mgr/frameworks/js/napi/test:unittest,//base/theme/screenlock_mgr/test:unittest,//base/theme/screenlock_mgr/test/fuzztest:fuzztest,//base/theme/screenlock_mgr/test/fuzztest/screenlocklistenerstatechanged_fuzzer:fuzztest
theme	wallpaper_mgr	base/theme/wallpaper_mgr/bundle.json	standard	28	graphic_2d,samgr,common_event_service,hiview,ipc,hitrace,hisysevent,ability_runtime,safwk,access_token,napi,ability_base,hilog,c_utils,bundle_framework,os_account,window_manager,image_framework,player_framework,eventhandler,runtime_core,init,memmgr,config_policy,cJSON,selinux_adapter,graphic_surface,media_foundation	0		0		1	3	//base/theme/wallpaper_mgr/test:unittest,//base/theme/wallpaper_mgr/test/fuzztest:fuzztest,//base/theme/wallpaper_mgr/frameworks/js/napi/test:unittest
thirdparty	abseil-cpp	third_party/abseil-cpp/bundle.json	standard	0		0		0		19	0	
thirdparty	alsa-lib	third_party/alsa-lib/bundle.json	standard	0		0		1	//third_party/alsa-lib:libasound	2	0	
thirdparty	alsa-utils	third_party/alsa-utils/bundle.json	standard	0		1	alsa-lib	1	//third_party/alsa-utils:entry	0	0	
thirdparty	astc-encoder	third_party/astc-encoder/bundle.json	standard	0		0		1	//third_party/astc-encoder:astc_encoder_shared	1	0	
thirdparty	backends	third_party/backends/bundle.json	standard	3	hilog,c_utils,libusb	3	libxml2,libpng,libjpeg-turbo	1	//third_party/backends:third_sane	1	0	
thirdparty	benchmark	third_party/benchmark/bundle.json	small,standard	0		0		0		1	0	
thirdparty	bounds_checking_function	third_party/bounds_checking_function/bundle.json	mini,small,standard	0		0		1	//third_party/bounds_checking_function:libsec_shared	2	0	
thirdparty	brotli	third_party/brotli/bundle.json	small,standard	0		0		0		1	0	
thirdparty	bzip2	third_party/bzip2/bundle.json	standard	0		0		0		1	0	
thirdparty	cangjie_compiler	third_party/cangjie_compiler/bundle.json	standard	4	mingw-w64,llvm-project,flatbuffers,bounds_checking_function	0		0		0	0	
thirdparty	cangjie_runtime	third_party/cangjie_runtime/bundle.json	standard	4	bounds_checking_function,openssl,pcre2,flatbuffers	0		1	//third_party/cangjie_runtime:cangjie_prebuilts_package	0	0	
thirdparty	cangjie_tools	third_party/cangjie_tools/bundle.json	standard	3	flatbuffers,json,sqlite	0		0		0	0	
thirdparty	cares	third_party/cares/bundle.json	standard	0		0		0		2	0	
thirdparty	cJSON	third_party/cJSON/bundle.json	mini,small,standard	0		0		0		2	0	
thirdparty	cmsis	third_party/cmsis/bundle.json	mini	0		0		0		0	0	
thirdparty	css-what	third_party/css-what/bundle.json	standard	0		0		0		1	0	
thirdparty	cups	third_party/cups/bundle.json	standard	8	c_utils,drivers_interface_usb,hilog,usb_manager,zlib,openssl,libusb,ipc	0		1	//third_party/cups:third_party_cups	1	0	
thirdparty	cups-filters	third_party/cups-filters/bundle.json	standard	5	zlib,cups,libpng,openssl,libjpeg-turbo	0		1	//third_party/cups-filters:third_party_cupsfilters	1	0	
thirdparty	curl	third_party/curl/bundle.json	small,standard	6	cares,nghttp2,openssl,zlib,brotli,openhitls	6	nghttp2,openssl,zlib,cares,nghttp2,openhitls	1	//third_party/curl:curl_target	3	0	
thirdparty	dav1d	third_party/dav1d/bundle.json	standard	0		0		1	//third_party/dav1d:dav1d_ohos	1	0	
thirdparty	decimal.js	third_party/decimal.js/bundle.json	standard	1	napi	0		1	//third_party/decimal.js:decimal	0	0	
thirdparty	e2fsprogs	third_party/e2fsprogs/bundle.json	standard	2	selinux,c_utils	0		0		13	0	
thirdparty	egl	third_party/EGL/bundle.json	standard	0		0		0		1	0	
thirdparty	elfio	third_party/elfio/bundle.json	standard	0		0		1	//third_party/elfio:elfio(//build/toolchain/linux:clang_x64)	1	0	
thirdparty	elfutils	third_party/elfutils/bundle.json	standard	1	zlib	0		0		1	0	
thirdparty	exfatprogs	third_party/exfatprogs/bundle.json	standard	0		0		0		4	0	
thirdparty	expat	third_party/expat/bundle.json	standard	0		0		1	//third_party/expat:expat	2	0	
thirdparty	f2fs-tools	third_party/f2fs-tools/bundle.json	standard	2	bounds_checking_function,e2fsprogs	0		0		3	0	
thirdparty	FatFs	third_party/FatFs/bundle.json	mini,small	0		0		0		0	0	
thirdparty	ffmpeg	third_party/ffmpeg/bundle.json	standard	1	musl	0		1	//third_party/ffmpeg:libohosffmpeg	1	0	
thirdparty	flatbuffers	third_party/flatbuffers/bundle.json	standard,small	0		0		1	//third_party/flatbuffers:libflatbuffers_static	2	0	
thirdparty	FreeBSD	third_party/FreeBSD/bundle.json	small,standard	0		0		0		6	0	
thirdparty	freetype	third_party/freetype/bundle.json	mini,small	2	libpng,zlib	0		0		1	0	
thirdparty	fsverity-utils	third_party/fsverity-utils/bundle.json	standard	1	openssl	0		0		1	0	
thirdparty	glfw	third_party/glfw/bundle.json	standard	0		0		0		1	0	
thirdparty	glslang	third_party/glslang/bundle.json	standard	0		0		3	//third_party/glslang:glslang,//third_party/glslang/SPIRV:SPIRV_source,//third_party/glslang/glslang:libdeqp_glslang	1	0	
thirdparty	gn	third_party/gn/bundle.json	mini,small,standard	0		0		0		0	0	
thirdparty	googletest	third_party/googletest/bundle.json	small,standard	0		0		0		7	0	
thirdparty	gptfdisk	third_party/gptfdisk/bundle.json	standard	2	e2fsprogs,popt	0		1	//third_party/gptfdisk:ohos_fixparts	2	0	
thirdparty	grpc	third_party/grpc/bundle.json	standard	6	hilog,protobuf,abseil-cpp,openssl,re2,zlib	0		1	//third_party/grpc:grpc_plugin_toolchain	4	0	
thirdparty	harfbuzz	third_party/harfbuzz/bundle.json	small,mini,standard	0		0		1	//third_party/harfbuzz:harfbuzz_static	1	0	
thirdparty	icu	third_party/icu/bundle.json	mini,small,standard	4	init,hilog,updater,openssl	0		6	//third_party/icu/icu4c:shared_icuuc,//third_party/icu/icu4c:shared_icui18n,//third_party/icu/ohos_icu4c:icundk,//third_party/icu/icu4c:static_icu,//third_party/icu/ohos_icu4c:icudt72l_diff,//third_party/icu/ohos_icu4c:icu72_dat_mount	7	0	
thirdparty	iptables	third_party/iptables/bundle.json	standard	0		0		3	//third_party/iptables:iptables,//third_party/iptables:iptables-restore,//third_party/iptables:iptables-save	3	0	
thirdparty	jerryscript	third_party/jerryscript/bundle.json	mini,small	0		0		0		3	0	
thirdparty	jinja2	third_party/jinja2/bundle.json	mini,small,standard	0		0		0		0	0	
thirdparty	jsframework	third_party/jsframework/bundle.json	standard	1	css-what	0		0		1	0	
thirdparty	json	third_party/json/bundle.json	standard	0		0		0		1	0	
thirdparty	jsoncpp	third_party/jsoncpp/bundle.json	mini,small,standard	0		0		1	//third_party/jsoncpp:jsoncpp	2	0	
thirdparty	lame	third_party/lame/bundle.json	standard	0		0		1	//third_party/lame:lame	1	0	
thirdparty	libabigail	third_party/libabigail/bundle.json	standard	1	elfutils	0		1	//third_party/libabigail:libabigail-tools_host_toolchain	0	0	
thirdparty	libbpf	third_party/libbpf/bundle.json	standard	2	elfio,zlib	0		0		1	0	
thirdparty	libcoap	third_party/libcoap/bundle.json	mini,small,standard	1	bounds_checking_function	0		0		1	0	
thirdparty	libdrm	third_party/libdrm/bundle.json	standard	0		0		1	//third_party/libdrm:libdrm	1	0	
thirdparty	libevdev	third_party/libevdev/bundle.json	standard	0		0		0		1	0	
thirdparty	libexif	third_party/libexif/bundle.json	standard	1	bounds_checking_function	0		1	//third_party/libexif:libexif	1	0	
thirdparty	libfuse	third_party/libfuse/bundle.json	standard	1	c_utils	0		0		1	0	
thirdparty	libinput	third_party/libinput/bundle.json	standard	4	libevdev,mtdev,hilog,input	0		0		1	0	
thirdparty	libjpeg-turbo	third_party/libjpeg-turbo/bundle.json	standard,mini	0		0		1	//third_party/libjpeg-turbo:turbojpeg	2	0	
thirdparty	libnl	third_party/libnl/bundle.json	standard	0		0		0		1	0	
thirdparty	libphonenumber	third_party/libphonenumber/bundle.json	standard	4	abseil-cpp,bounds_checking_function,icu,protobuf	0		2	//third_party/libphonenumber/cpp:phonenumber_standard,//third_party/libphonenumber/cpp:geocoding	2	1	//third_party/libphonenumber/cpp/test:libphonenumber_test
thirdparty	libpng	third_party/libpng/bundle.json	small,mini,standard	1	zlib	1	zlib	2	//third_party/libpng:libpng,//third_party/libpng:libpng_static	2	0	
thirdparty	libtiff	third_party/libtiff/bundle.json	standard	4	c_utils,zlib,libjpeg-turbo,lzma	0		1	//third_party/libtiff:libtiff	1	0	
thirdparty	libunwind	third_party/libunwind/bundle.json	mini,standard	0		0		1	//third_party/libunwind:libunwind	1	0	
thirdparty	liburing	third_party/liburing/bundle.json	mini,small,standard	0		0		1	//third_party/liburing:liburing	1	0	
thirdparty	libusb	third_party/libusb/bundle.json	standard	0		0		0		1	0	
thirdparty	libuv	third_party/libuv/bundle.json	standard	4	ffrt,hilog,hitrace,init	0		0		2	0	
thirdparty	libvpx	third_party/libvpx/bundle.json	standard	0		0		1	//third_party/libvpx:vpxdec_ohos	1	0	
thirdparty	libwebsockets	third_party/libwebsockets/bundle.json	standard	2	openssl,zlib	0		0		1	0	
thirdparty	libxml2	third_party/libxml2/bundle.json	mini,small,standard	0		0		1	//third_party/libxml2:libxml2	2	0	
thirdparty	littlefs	third_party/littlefs/bundle.json	mini	0		0		0		0	0	
thirdparty	ltp	third_party/ltp/bundle.json	standard	0		0		0		0	0	
thirdparty	lwip	third_party/lwip/bundle.json	mini,small	0		0		0		0	0	
thirdparty	lz4	third_party/lz4/bundle.json	standard	0		0		0		2	0	
thirdparty	lzma	third_party/lzma/bundle.json	standard	0		0		0		2	0	
thirdparty	markupsafe	third_party/markupsafe/bundle.json	mini,small,standard	0		0		0		0	0	
thirdparty	mbedtls	third_party/mbedtls/bundle.json	mini,small,standard	1	bounds_checking_function	1	bounds_checking_function	0		2	0	
thirdparty	mesa3d	third_party/mesa3d/bundle.json	standard	6	c_utils,graphic_surface,hilog,hitrace,init,qos_manager	2	expat,zlib	1	//third_party/mesa3d:zink_opengl	1	0	
thirdparty	meshoptimizer	third_party/meshoptimizer/bundle.json	standard	0		0		0		1	0	
thirdparty	mindspore	third_party/mindspore/bundle.json	standard	14	c_utils,hilog,hiappevent,hdf_core,ipc,neural_network_runtime,drivers_interface_nnrt,ability_runtime,napi,resource_management,bounds_checking_function,flatbuffers,runtime_core,qos_manager	0		2	//third_party/mindspore/:mindspore-all,//third_party/mindspore/mindspore-src/source/mindspore-lite/src/litert/taihe/ability_delegator:mindspore_taihe	6	1	//third_party/mindspore:mindspore-test
thirdparty	mksh	third_party/mksh/bundle.json	standard,small	0		0		0		1	0	
thirdparty	mtdev	third_party/mtdev/bundle.json	standard	0		0		0		1	0	
thirdparty	musl	third_party/musl/bundle.json	mini,small,standard	6	init,bounds_checking_function,FreeBSD,cJSON,optimized_routines,jemalloc	0		0		4	1	//third_party/musl/fuzztest:fuzztest
thirdparty	nghttp2	third_party/nghttp2/bundle.json	small,standard	0		0		0		2	0	
thirdparty	ninja	third_party/ninja/bundle.json	mini,small,standard	0		0		0		0	0	
thirdparty	node	third_party/node/bundle.json	standard	0		0		0		1	0	
thirdparty	noto-cjk	third_party/noto-cjk/bundle.json	mini,small,standard	0		0		1	//third_party/noto-cjk:fonts_notocjk	1	0	
thirdparty	notofonts	third_party/notofonts/bundle.json	mini,small,standard	0		0		1	//third_party/notofonts:fonts_notofonts	1	0	
thirdparty	ntfs-3g	third_party/ntfs-3g/bundle.json	standard	0		0		0		4	0	
thirdparty	NuttX	third_party/NuttX/bundle.json	small	0		0		0		0	0	
thirdparty	opencl-headers	third_party/opencl-headers/bundle.json	standard	0		0		1	//third_party/opencl-headers:libcl	1	0	
thirdparty	opencore-amr	third_party/opencore-amr/bundle.json	standard	1	c_utils	0		0		1	0	
thirdparty	opengles	third_party/openGLES/bundle.json	standard	0		0		0		1	0	
thirdparty	openhitls	third_party/openhitls/bundle.json	standard	1	bounds_checking_function	0		5	//third_party/openhitls:openhitls_bsl,//third_party/openhitls:openhitls_crypto,//third_party/openhitls:openhitls_pki,//third_party/openhitls:openhitls_tls,//third_party/openhitls:openhitls_auth	5	0	
thirdparty	openmax	third_party/openmax/bundle.json	standard,small	0		0		1	//third_party/openmax:libopenmax_static	1	0	
thirdparty	opensles	third_party/openSLES/bundle.json	standard	0		0		0		1	0	
thirdparty	openssl	third_party/openssl/bundle.json	standard	0		0		1	//third_party/openssl:openssl	5	0	
thirdparty	optimized_routines	third_party/optimized-routines/bundle.json	mini,small,standard	0		0		2	//third_party/optimized-routines:optimized_static,//third_party/optimized-routines:optimize_math	2	0	
thirdparty	opus	third_party/opus/bundle.json	standard	1	c_utils	0		0		1	0	
thirdparty	parse5	third_party/parse5/bundle.json	standard	1	ace_js2bundle	0		0		1	0	
thirdparty	pcre2	third_party/pcre2/bundle.json	standard	0		0		0		6	0	
thirdparty	popt	third_party/popt/bundle.json	standard	0		0		0		1	0	
thirdparty	protobuf	third_party/protobuf/bundle.json	standard	2	hilog,abseil-cpp	0		1	//third_party/protobuf:protobuf_static_toolchain	8	0	
thirdparty	pulseaudio	third_party/pulseaudio/bundle.json	standard	5	hilog,hitrace,init,c_utils,bounds_checking_function	0		14	//third_party/pulseaudio/ohosbuild/src/daemon:pulseaudio,//third_party/pulseaudio/ohosbuild/src/modules:module-cli-protocol-unix,//third_party/pulseaudio/ohosbuild/src/modules:module-native-protocol-fd,//third_party/pulseaudio/ohosbuild/src/modules:module-native-protocol-tcp,//third_party/pulseaudio/ohosbuild/src/modules:module-native-protocol-unix,//third_party/pulseaudio/ohosbuild/src/modules:module-suspend-on-idle,//third_party/pulseaudio/ohosbuild/src/pulse:pulse-simple,//third_party/pulseaudio/ohosbuild/src/pulse:pulse,//third_party/pulseaudio/ohosbuild/src/pulsecore:cli,//third_party/pulseaudio/ohosbuild/src/pulsecore:protocol-cli,//third_party/pulseaudio/ohosbuild/src/pulsecore:protocol-native,//third_party/pulseaudio/ohosbuild/src/pulsecore:pulsecore,//third_party/pulseaudio/ohosbuild/src:pulsecommon,//third_party/pulseaudio/sonic:sonic	15	0	
thirdparty	python	third_party/python/bundle.json	mini,small,standard	0		0		0		0	0	
thirdparty	PyYAML	third_party/PyYAML/bundle.json	mini,standard	0		0		0		0	0	
thirdparty	qrcodegen	third_party/qrcodegen/bundle.json	small,mini,standard	0		0		0		2	0	
thirdparty	re2	third_party/re2/bundle.json	standard	1	abseil-cpp	0		0		1	0	
thirdparty	rust_aho_corasick	third_party/rust/crates/aho-corasick/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_atty	third_party/rust/crates/atty/bundle.json	standard	1	rust_libc	0		0		1	0	
thirdparty	rust_autocfg	third_party/rust/crates/autocfg/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_bindgen	third_party/rust/crates/bindgen/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_bitflags	third_party/rust/crates/bitflags/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_cfg_if	third_party/rust/crates/cfg-if/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_clang_sys	third_party/rust/crates/clang-sys/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_clap	third_party/rust/crates/clap/bundle.json	standard	0		0		0		2	0	
thirdparty	rust_codespan	third_party/rust/crates/codespan/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_cxx	third_party/rust/crates/cxx/bundle.json	standard	0		0		0		4	0	
thirdparty	rust_either	third_party/rust/crates/either/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_env_logger	third_party/rust/crates/env_logger/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_foreign_types	third_party/rust/crates/foreign-types/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_glob	third_party/rust/crates/glob/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_heck	third_party/rust/crates/heck/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_humantime	third_party/rust/crates/humantime/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_io_lifetimes	third_party/rust/crates/io-lifetimes/bundle.json	standard	1	rust_libc	0		0		1	0	
thirdparty	rust_is_terminal	third_party/rust/crates/is-terminal/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_lazy_static	third_party/rust/crates/lazy-static.rs/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_lazycell	third_party/rust/crates/lazycell/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_libc	third_party/rust/crates/libc/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_libloading	third_party/rust/crates/libloading/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_link_cplusplus	third_party/rust/crates/link-cplusplus/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_linux_raw_sys	third_party/rust/crates/linux-raw-sys/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_log	third_party/rust/crates/log/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_memchr	third_party/rust/crates/memchr/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_memoffset	third_party/rust/crates/memoffset/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_minimal_lexical	third_party/rust/crates/minimal-lexical/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_nix	third_party/rust/crates/nix/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_nom	third_party/rust/crates/nom/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_once_cell	third_party/rust/crates/once_cell/bundle.json	standard	0		0		0		1	0	
thirdparty	rust_os_str_bytes	third_party/rust/crates/os_str_bytes/bundle.json	standard	0		0		0		1	0	
